animal_type,weight_kg,height_cm,age_years,number_of_friends,birth_date,birth_unix,color,can_fly,can_swim,can_run,watches_youtube,daily_food_grams,popularity_score,social_media
cat,4.721943758572827,86.81039783114934,8,6,2017-02-09,1486598400,red,True,True,False,False,82.85932816059469,8.652398240265324,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
fish,24.144862203869444,69.32219512151505,20,4,2005-12-23,1135296000,blue,False,False,True,True,75.13993026025531,9.417066318095639,Watched the humans watching that ocean movie. So many inaccuracies.
fish,17.864884030220423,75.93756351392105,16,2,2009-01-22,1232582400,gray,False,False,False,True,100.81872660518671,9.812760124829452,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
fish,21.17086025694732,73.55222329315292,14,6,2011-02-16,1297814400,blue,True,False,True,True,105.04870202895592,9.318196479431622,Watched 'Finding Nemo' for the 100th time. Still upset about the inaccurate portrayal of marine life. 🎬
turtle,58.451607989061884,35.82783067795129,5,1,2020-02-11,1581379200,mixed,False,True,False,True,39.549682064016764,5.548441559734791,Planned my route to the food bowl. Execution scheduled for tomorrow.
fish,29.241099054002895,59.79326149900965,17,1,2008-02-09,1202515200,blue,True,False,False,True,75.51497463032895,9.055050934878563,New filter day. Not sure if improvement or disruption to my routine.
dog,9.954860534244137,90.16414348122726,3,7,2022-02-12,1644624000,green,True,False,False,False,72.09639529288802,5.697039735426642,That movie about dogs on an adventure was so inspiring! 🎞️ #DoggoFilmCritic
turtle,51.79791955294082,39.98516058871573,6,3,2019-02-16,1550275200,gray,True,False,False,True,74.1484680247757,3.502359011013669,Planning my next move. ETA: Next Thursday.
dog,10.12138898086968,90.3741402210982,2,9,2023-12-15,1702598400,green,True,False,True,True,93.05829386036697,7.3532156473311385,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
dog,9.336210724696883,92.27438331001213,2,9,2023-01-07,1673049600,green,False,True,True,True,113.22597176274843,5.4809196421289545,Someone dropped food and I GOT THERE FIRST! WINNING AT LIFE!
cat,2.3085450447814515,87.7859123056222,7,8,2018-02-27,1519689600,red,False,True,False,False,107.44336668401283,8.363568035868159,That movie with the orange cat was completely unrealistic. We're much more cunning.
turtle,38.79187003117239,56.47370919331792,5,1,2020-01-18,1579305600,mixed,True,False,True,True,63.735084200501106,8.996246133082465,Contemplated the meaning of life for six hours. Made significant progress.
bird,29.88575151349714,64.0863337931896,12,7,2013-02-07,1360195200,gray,False,True,True,False,79.50641388348366,10.0,Flying scenes in movies never get the aerodynamics right. #BadPhysics
turtle,53.4109192668995,32.45760540841918,9,1,2016-12-22,1482364800,mixed,False,False,True,True,65.16565845993291,5.344634111216244,Contemplated the meaning of life for six hours. Made significant progress.
cat,7.522852925456386,99.23929210187092,4,2,2021-01-13,1610496000,red,False,True,True,False,99.24084101408235,7.058682546383547,Another day of being misunderstood by my human staff. They'll learn eventually.
turtle,47.90277527404672,46.98100407444267,9,1,2016-01-27,1453852800,mixed,False,False,True,False,70.98184798308584,7.83366419657246,Watched the same leaf float by. Twice. Exciting day.
turtle,65.28671384953441,17.602877883190377,6,3,2019-02-19,1550534400,green,True,False,True,False,36.52179141450275,3.793753746429162,Planning my next move. ETA: Next Thursday.
cat,2.5909845774475335,94.50886203201945,2,4,2023-02-26,1677369600,mixed,False,True,True,False,94.12296253320231,6.784716245456714,My humans watched a film about cats last night. Complete propaganda.
dog,10.630461995801994,92.64249668116545,1,11,2024-01-17,1705449600,green,False,False,True,False,81.98267785574791,7.046443927438333,Just rolled in something AMAZING smelling! SO HAPPY RIGHT NOW!
cat,4.46557346126016,94.4880033512364,8,6,2017-12-17,1513468800,red,True,True,True,False,107.65678914997031,7.776582161044115,My humans watched a film about cats last night. Complete propaganda.
fish,13.437324946373813,77.38896194268858,17,1,2008-02-16,1203120000,blue,False,False,True,True,77.46390869317696,8.883095531780935,The lighting in this tank is terrible for my complexion. #FilterNeeded
turtle,33.0691342246742,69.10325576378179,4,1,2021-02-25,1614211200,mixed,False,False,False,True,75.46454572148969,8.98349831440263,Contemplated the meaning of life for six hours. Made significant progress.
bird,26.522591563349007,66.94510758626089,13,9,2012-02-25,1330128000,gray,False,False,True,False,94.29581132679053,8.949525256828014,Performed my song on a stage of branches this morning. The audience went wild! 🎭
bird,27.121582282145738,67.60588227219469,12,7,2013-02-13,1360713600,gray,False,True,True,False,79.08139904125517,9.591290628706997,Found the perfect branch today. #HomeImprovement
dog,7.3355461152366646,93.49323452259313,5,9,2020-01-05,1578182400,green,False,False,False,False,98.29997538115713,10.0,My human came home today! Best. Day. Ever! Same as yesterday! #Loyalty
fish,23.808196868194077,67.24909208891543,19,2,2006-01-02,1136160000,blue,False,False,True,True,59.98741723832148,9.01232032702279,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
dog,8.782925099030926,95.94444591668507,5,9,2020-02-19,1582070400,green,True,False,False,False,82.65173429915768,7.106864354818063,"SQUIRREL! Oh wait, false alarm. #AlwaysOnGuard"
turtle,40.13326026410045,47.19941997984582,6,3,2019-02-27,1551225600,mixed,False,False,False,True,70.16154516122364,6.230552012566731,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
turtle,47.639646045383365,44.03369027205295,6,3,2019-12-12,1576108800,blue,False,True,True,True,70.45005644393143,6.6315321858090135,Still thinking about that lettuce from last week. Good times.
bird,24.94983692400141,67.42761536271816,14,11,2011-02-22,1298332800,gray,True,True,True,False,86.65755049532343,10.0,Found the perfect branch today. #HomeImprovement
cat,8.29394876525847,95.37300529069655,7,8,2018-12-24,1545609600,red,False,True,True,True,101.46371252757001,6.721917085149401,Just knocked over a vase. No regrets. #CatLife
dog,9.054248910631447,91.97411840784258,4,7,2021-12-25,1640390400,green,False,False,False,False,101.57055811498329,6.725636349167126,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
bird,22.6580953468353,71.92092467839072,11,5,2014-02-22,1393027200,gray,False,True,True,True,93.37523875083701,9.184751711816231,"Singing since 5am. The neighborhood loves me, I'm sure of it."
cat,8.290213911036787,82.29596361341757,8,6,2017-02-05,1486252800,gray,False,True,True,False,89.5875615748446,10.0,That movie with the orange cat was completely unrealistic. We're much more cunning.
cat,6.450074651984726,94.14839984408924,6,6,2019-02-17,1550361600,red,True,True,False,False,90.47751037144363,7.718446219035728,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
fish,20.53153581106662,76.08801383553482,15,4,2010-12-27,1293408000,gray,True,False,True,True,94.8056917406465,7.61734743320733,The other fish don't appreciate my scales in this lighting.
cat,3.407453942411328,88.19315008881458,5,4,2020-01-23,1579737600,red,True,False,True,False,107.17716103011938,9.13492226590565,Humans think these 'cat movies' represent us accurately. How disappointing.
cat,6.53307535749192,93.18234417509693,6,6,2019-12-26,1577318400,red,True,True,True,False,101.62526963615217,9.46972572192191,Watched a great film last night about mice. Would watch again! 🐭🎬
dog,5.6097528088895015,96.56149960225515,2,9,2023-02-21,1676937600,green,True,True,True,False,79.59096723988715,8.340059696355372,That movie about dogs on an adventure was so inspiring! 🎞️ #DoggoFilmCritic
fish,23.46636189920563,72.16339254762656,11,1,2014-12-16,1418688000,blue,True,False,False,True,76.7949094331554,8.366006587058513,Watched 'Finding Nemo' for the 100th time. Still upset about the inaccurate portrayal of marine life. 🎬
turtle,52.50123062905939,34.51150316406588,7,5,2018-01-01,1514764800,mixed,False,False,True,False,63.4564153378203,5.531703867067847,Still thinking about that lettuce from last week. Good times.
bird,37.920479470499565,61.35977276172861,12,7,2013-01-11,1357862400,gray,True,False,True,False,71.08715914281287,8.883095442680847,Theater critics loved my dawn performance. Five star reviews! 🎭
bird,11.116420001955753,95.78757994874205,11,5,2014-12-05,1417737600,gray,False,True,True,False,85.98882690675974,9.228870522242476,"Singing since 5am. The neighborhood loves me, I'm sure of it."
turtle,40.79383705628646,45.48145477934975,6,3,2019-12-16,1576454400,mixed,False,True,False,True,67.43225992309887,5.9888202124522,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
fish,15.001359639011334,87.14892507109019,14,6,2011-02-14,1297641600,red,True,False,False,True,95.64270633034472,8.720325159608889,The other fish don't appreciate my scales in this lighting.
bird,21.056564942916644,76.8719755627499,8,9,2017-01-04,1483488000,gray,True,True,False,False,96.76821550452962,9.982831158189628,Performed my song on a stage of branches this morning. The audience went wild! 🎭
turtle,54.25017318113551,31.851224980770436,6,3,2019-12-11,1576022400,red,True,False,False,True,49.143680966882286,5.585750614953939,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
fish,18.523540949463122,76.71227093230247,14,6,2011-12-11,1323561600,blue,False,False,True,True,81.80671363884879,9.169283664598595,New filter day. Not sure if improvement or disruption to my routine.
turtle,41.28672323704184,49.622148832720804,7,5,2018-12-14,1544745600,mixed,False,True,False,True,63.347087003385994,8.12446945989237,Moved three inches to the left. That's enough productivity for today.
dog,6.690859629236061,97.22253443421369,4,7,2021-12-16,1639612800,green,True,True,False,False,103.79001380222188,6.559873592470867,Walk? Did someone say WALK? I'm ready! Let's GOOOO!
bird,22.310628441058807,71.00791952488714,11,5,2014-02-04,1391472000,gray,False,True,True,True,98.58165157247534,9.129435969052901,My singing was featured in the background of that new nature film. #MovieStar
bird,36.92628089609901,46.532926199050806,12,7,2013-02-24,1361664000,gray,False,True,True,False,67.18679717463304,8.76832905764202,Found the perfect branch today. #HomeImprovement
bird,29.466463835958685,63.573558959249596,11,5,2014-12-13,1418428800,gray,True,True,True,False,62.093444002789,8.360265848561076,Performed my song on a stage of branches this morning. The audience went wild! 🎭
cat,6.662742675390697,96.68729953619132,8,6,2017-02-18,1487376000,red,False,True,True,False,83.97034456130183,9.1868099662802,Sitting in the window judging passersby. My theatrical viewing experience.
dog,17.994020979918375,84.34161386348592,5,9,2020-12-09,1607472000,green,False,True,False,False,87.97716793457488,7.155261588618144,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
cat,4.964280440380882,91.98323934214515,8,6,2017-12-19,1513641600,green,False,True,False,False,98.05782984489402,8.766971655874519,Sitting in the window judging passersby. My theatrical viewing experience.
bird,18.6638021112483,79.98546923819994,15,9,2010-01-22,1264118400,gray,False,True,True,False,81.71818383263884,8.213088206903247,Flying scenes in movies never get the aerodynamics right. #BadPhysics
turtle,48.629705845344745,47.671553780368406,8,3,2017-01-18,1484697600,mixed,True,False,True,True,65.2038487078578,6.287933083468769,Planning my next move. ETA: Next Thursday.
dog,15.637272280735006,84.50229372279033,4,7,2021-02-09,1612828800,green,True,False,False,False,78.5712019996802,9.332166110662044,Just rolled in something AMAZING smelling! SO HAPPY RIGHT NOW!
dog,13.260227867528446,94.4139643690449,2,9,2023-12-17,1702771200,green,False,False,True,False,75.8466534953876,7.03151979544976,Someone dropped food and I GOT THERE FIRST! WINNING AT LIFE!
dog,8.061900339541998,97.29080190412819,2,9,2023-02-13,1676246400,gray,True,False,True,False,100.41057193727919,5.71981513739421,Made a new friend at the park today! BEST DAY EVER!!!
cat,4.391927214921529,92.57562000258842,8,6,2017-01-24,1485216000,red,False,True,True,False,107.34282922559785,8.055118893868935,Another day of being misunderstood by my human staff. They'll learn eventually.
fish,23.875070528907493,70.8522135585076,17,1,2008-02-26,1203984000,blue,False,False,True,True,87.15875454623861,10.0,The lighting in this tank is terrible for my complexion. #FilterNeeded
cat,5.9591314479275255,101.33545128397857,4,2,2021-12-14,1639440000,red,False,True,True,False,82.61286276608742,6.2482102392303975,Spent all day judging everyone. It was exhausting being this superior.
dog,12.357026151254464,79.31373137250044,5,9,2020-02-11,1581379200,red,True,False,False,False,102.43014958502755,8.915436734988141,"SQUIRREL! Oh wait, false alarm. #AlwaysOnGuard"
dog,9.282871769854529,88.52084218120886,4,7,2021-12-03,1638489600,green,True,False,False,False,100.2027332295598,8.014541076040276,"SQUIRREL! Oh wait, false alarm. #AlwaysOnGuard"
dog,11.165796851275053,96.11493591101566,4,7,2021-01-22,1611273600,green,True,False,False,False,83.25558033399933,7.647683479639022,My human came home today! Best. Day. Ever! Same as yesterday! #Loyalty
fish,18.473695028242172,87.9861230534541,13,4,2012-01-13,1326412800,blue,True,False,False,True,70.1388106377242,8.855308041105586,"Same bowl, different day. #AquariumLife"
turtle,63.93431528891155,24.75048013031548,5,1,2020-02-19,1582070400,mixed,True,False,True,True,43.43712004313389,2.99598882028652,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
dog,5.421116050889086,85.16192427838256,1,11,2024-02-22,1708560000,gray,True,False,True,False,102.86738228128641,8.22507323064264,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
bird,17.814310646898782,76.83645684599102,13,9,2012-12-17,1355702400,gray,False,True,True,False,86.45819744143165,8.309875760318715,That scene in the film where the bird speaks? Completely unrealistic dialogue. #BadWriting
fish,16.42675741792315,83.90283327486576,20,4,2005-02-23,1109116800,green,False,False,True,True,92.756487842958,7.3078567556415015,The other fish don't appreciate my scales in this lighting.
fish,16.608154649556454,76.10805298331977,12,2,2013-02-22,1361491200,green,True,False,False,True,71.22599307701063,8.292937978026314,Watched the humans watching that ocean movie. So many inaccuracies.
cat,1.9469283067105052,109.38879236049208,8,6,2017-12-07,1512604800,red,True,True,True,False,106.9910243130253,7.008833206651429,Just knocked over a vase. No regrets. #CatLife
cat,1.58690281488283,96.91916515828142,4,2,2021-01-21,1611187200,red,False,True,True,False,78.15142858341932,7.3977147570557555,Watched a great film last night about mice. Would watch again! 🐭🎬
turtle,60.685019867776276,33.82783001278098,8,3,2017-02-24,1487894400,mixed,False,False,False,True,41.11149547608303,5.787621513405808,Moved three inches to the left. That's enough productivity for today.
bird,28.663988957158782,65.00057927882645,12,7,2013-02-09,1360368000,gray,True,True,True,True,86.85065520301069,9.926858378893236,Watched that new avian documentary. The cinematography was stunning! 🎬
cat,4.51466185019231,96.1367189244104,4,2,2021-01-15,1610668800,mixed,False,True,True,False,92.04165911213593,5.459891239178067,Humans think these 'cat movies' represent us accurately. How disappointing.
turtle,50.56296695773005,39.314399362963506,6,3,2019-12-25,1577232000,mixed,False,False,True,True,57.14458173964803,6.9441218780567855,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
turtle,65.98149104031678,18.008134419123373,7,5,2018-02-22,1519257600,mixed,False,False,False,True,28.393628022057797,2.646285764474162,Planned my route to the food bowl. Execution scheduled for tomorrow.
fish,20.581506675272333,73.29836422083459,10,1,2015-12-24,1450915200,blue,True,False,True,True,93.77505577502805,10.0,New filter day. Not sure if improvement or disruption to my routine.
dog,9.666279367180525,91.90399194908443,2,9,2023-02-12,1676160000,green,False,False,True,False,86.98261508884015,7.462128137943081,Walk? Did someone say WALK? I'm ready! Let's GOOOO!
fish,16.812041998854088,78.76774226834775,14,6,2011-12-07,1323216000,blue,False,True,False,True,90.64270498177427,9.246625694068607,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
dog,11.796889143763087,83.64286980399369,1,11,2024-02-21,1708473600,green,False,False,True,False,80.09544165926937,7.845342126675945,Made a new friend at the park today! BEST DAY EVER!!!
bird,29.48507480397882,67.68698184691598,10,5,2015-12-23,1450828800,gray,False,True,True,False,91.50127764541665,9.194765220758212,My singing was featured in the background of that new nature film. #MovieStar
turtle,66.52118532490508,27.822105080567745,10,1,2015-12-01,1448928000,mixed,False,False,False,True,45.369765425901846,2.8899246352018917,Made it across the room today. #SpeedDemon
fish,19.19621952045785,85.53708135887437,15,4,2010-02-05,1265328000,blue,True,True,False,True,91.86017625947436,6.7995271806677655,The lighting in this tank is terrible for my complexion. #FilterNeeded
fish,25.038244976856546,64.97942207435352,20,4,2005-02-04,1107475200,blue,True,False,True,True,72.76713493662882,8.797275545668326,Watched the humans watching that ocean movie. So many inaccuracies.
turtle,42.889336673874965,44.64876729413088,6,3,2019-02-05,1549324800,mixed,True,False,True,True,61.57709862866963,8.51570075325865,Still thinking about that lettuce from last week. Good times.
dog,7.837472705220817,97.08110077062216,3,7,2022-02-23,1645574400,green,True,False,False,False,89.20066849332588,8.289838586198494,"SQUIRREL! Oh wait, false alarm. #AlwaysOnGuard"
cat,1.346411995216792,95.91341144466605,5,4,2020-01-10,1578614400,red,False,False,True,False,96.83338703446591,6.538876281945496,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
bird,36.35574895583923,55.186505416424204,12,7,2013-02-21,1361404800,gray,False,True,True,False,78.36468718789695,9.00914322877726,Theater critics loved my dawn performance. Five star reviews! 🎭
fish,19.8088402653253,69.48965653824591,20,4,2005-12-15,1134604800,blue,True,False,True,True,90.47573688658618,9.735332066428867,Three laps around the castle. New personal record.
dog,11.918688792563298,89.28551536543095,3,7,2022-02-02,1643760000,green,False,True,False,False,93.34869456777582,7.086304111173704,Just rolled in something AMAZING smelling! SO HAPPY RIGHT NOW!
bird,43.56941510845438,47.56716680252054,12,7,2013-02-21,1361404800,blue,False,True,True,False,72.92049019586429,6.872395258827368,Movie night under the stars! That flying sequence was technically inaccurate. 🎞️
fish,15.766659743903606,86.38913688224112,11,1,2014-01-18,1390003200,blue,False,False,False,True,93.79901169906029,8.483191776349223,The lighting in this tank is terrible for my complexion. #FilterNeeded
fish,15.010167951785391,86.00882365212199,17,1,2008-01-18,1200614400,blue,False,True,False,True,90.57076746978011,7.68592550523993,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
cat,3.4257388147820906,101.15196335152889,5,4,2020-01-08,1578441600,red,False,True,True,False,86.59018412298957,7.24131215080575,That movie with the orange cat was completely unrealistic. We're much more cunning.
cat,0.7930172741542147,104.3713564054638,5,4,2020-12-18,1608249600,red,False,True,True,False,104.47544407992535,6.387775806409615,Just knocked over a vase. No regrets. #CatLife
cat,4.61357999810317,92.53021610239726,8,6,2017-01-18,1484697600,red,False,True,False,False,91.11728983178,7.8051838233847235,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
dog,12.65259885074328,84.74950770493807,1,11,2024-01-15,1705276800,green,False,False,True,False,98.8816360807923,7.70445863561707,Walk? Did someone say WALK? I'm ready! Let's GOOOO!
cat,5.09807422756191,94.9046925045375,5,4,2020-02-27,1582761600,red,True,True,False,False,94.72009373437957,7.082137802483169,That movie with the orange cat was completely unrealistic. We're much more cunning.
fish,12.145432121765047,85.96397636947252,16,2,2009-12-11,1260489600,blue,False,False,False,True,89.78936793394226,8.185599388345487,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
dog,8.929346050783993,92.72113514220672,1,11,2024-02-15,1707955200,green,False,False,True,True,96.60786701106935,6.284678894841337,Made a new friend at the park today! BEST DAY EVER!!!
turtle,51.251709281518295,36.19134199990867,5,1,2020-12-12,1607731200,gray,False,False,True,True,54.95653327848621,4.78349886397308,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
dog,12.887533155913474,86.11084084458672,5,9,2020-12-01,1606780800,green,True,False,False,False,88.27956762663773,8.8014257806411,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
fish,23.982342764811918,68.33663392345814,12,2,2013-01-03,1357171200,blue,False,False,False,True,83.39745495644374,9.2770173030424,The lighting in this tank is terrible for my complexion. #FilterNeeded
cat,4.309039321403791,96.09774796548045,7,8,2018-02-10,1518220800,red,True,True,True,False,93.21296088794075,5.442466319249489,Watched a great film last night about mice. Would watch again! 🐭🎬
bird,27.22201725457155,69.16830443931903,8,9,2017-01-27,1485475200,gray,True,True,False,False,74.38712975057088,8.52827296421591,"Singing since 5am. The neighborhood loves me, I'm sure of it."
turtle,55.941306409145014,26.979837173558337,10,1,2015-12-10,1449705600,mixed,True,False,False,True,56.677089176172274,4.437539921992266,Planning my next move. ETA: Next Thursday.
dog,8.220091326633225,91.90636664857675,4,7,2021-12-12,1639267200,green,False,False,False,False,95.96169576119405,7.584424600768821,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
turtle,58.553643716600554,36.561404880930176,10,1,2015-12-23,1450828800,green,True,False,True,True,55.96725656954832,6.035001149980793,Made it across the room today. #SpeedDemon
dog,8.02301271701998,95.70441092250539,3,7,2022-01-27,1643241600,blue,True,False,False,False,67.22351338375661,6.278971819086819,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
dog,14.653412824952174,76.51940055589009,2,9,2023-12-01,1701388800,green,True,False,True,False,95.17010038972481,7.301888333874986,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
cat,5.470545111212163,87.11525946340774,6,6,2019-02-01,1548979200,red,False,True,True,False,116.43063411179828,7.2085517315785035,That movie with the orange cat was completely unrealistic. We're much more cunning.
cat,1.0807085456984216,101.33074081025359,2,4,2023-02-07,1675728000,blue,True,True,True,False,110.82727285922793,5.300457656136618,Sitting in the window judging passersby. My theatrical viewing experience.
dog,11.921319645654842,86.45485462735965,4,7,2021-01-19,1611014400,blue,False,False,False,False,89.73785519701298,9.98560129850826,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
turtle,52.54840922111459,36.18394448167295,9,1,2016-01-22,1453420800,mixed,True,False,False,True,58.97229107687817,5.68493532675562,Taking a nap on my favorite rock. Living my best life. #TurtleJoy
turtle,54.8615364534605,21.71509359879728,9,1,2016-02-23,1456185600,mixed,True,False,True,True,56.48544105211743,4.5328024534826,Moved three inches to the left. That's enough productivity for today.
cat,9.503779907160661,83.46312929294943,4,2,2021-01-11,1610323200,red,False,True,True,False,98.12157598203984,7.826033059505629,My human thinks I can't open the food cabinet. They're so naive. #MissionImpossible
dog,9.21617052804767,95.39432973354201,3,7,2022-02-17,1645056000,green,True,False,False,True,92.21712778579077,7.035020526089823,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
dog,5.342597649569123,95.69435426068208,3,7,2022-02-04,1643932800,green,True,False,False,False,76.02263710281287,5.994125056095473,My human came home today! Best. Day. Ever! Same as yesterday! #Loyalty
bird,40.140301301307126,61.769668539750754,12,7,2013-01-03,1357171200,blue,True,False,True,False,87.09173901317492,7.673436427370943,Just watched an old classic film with that talking parrot. Such stereotyping! 🎬
fish,11.102190771661807,91.01541736019469,10,1,2015-01-11,1420934400,blue,False,False,False,True,85.68733856935678,6.697590014091093,Bubbles are overrated. I'm just saying what everyone's thinking.
fish,16.268006882831205,82.12726132308964,15,4,2010-01-16,1263600000,blue,True,False,True,True,98.14467249537316,6.047848944196517,Watched the humans watching that ocean movie. So many inaccuracies.
cat,5.084190724540466,86.05846040213817,5,4,2020-02-09,1581206400,red,True,True,False,True,97.45152595238841,8.744390508189255,Humans think these 'cat movies' represent us accurately. How disappointing.
fish,15.506250603759481,83.06964621757992,18,1,2007-01-24,1169596800,blue,True,False,True,True,93.3687557946146,8.120978641647364,New filter day. Not sure if improvement or disruption to my routine.
turtle,49.36225542579522,40.31494779123169,5,1,2020-01-07,1578355200,mixed,False,False,True,True,59.33862791703285,7.318133838064671,Moved three inches to the left. That's enough productivity for today.
dog,9.592601707858538,82.8575424937968,2,9,2023-02-09,1675900800,green,True,False,True,False,96.1189931929587,7.951512987382459,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
fish,27.679105984635306,73.26911463640005,14,6,2011-01-15,1295049600,blue,False,False,False,True,73.03558249062309,10.0,Bubbles are overrated. I'm just saying what everyone's thinking.
dog,2.7347926652347905,97.02799548316783,5,9,2020-12-09,1607472000,mixed,False,False,False,False,107.7842202870857,4.6047788706544175,Got to lick a plate clean after dinner! SO AMAZING! BLESSED!
fish,20.43677034307955,77.5554938022996,15,4,2010-12-01,1291161600,blue,True,False,True,True,72.18328835268929,10.0,Watched the humans watching that ocean movie. So many inaccuracies.
dog,7.237780100674794,87.17763108324026,5,9,2020-01-11,1578700800,green,False,False,False,False,102.71357683036096,9.01553266795181,My human came home today! Best. Day. Ever! Same as yesterday! #Loyalty
fish,17.187412353588023,81.18494993596586,19,2,2006-02-15,1139961600,blue,False,True,False,True,79.09149227627866,9.040677637452122,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
turtle,56.8009268950011,31.031426634497674,5,1,2020-02-26,1582675200,mixed,False,False,True,True,45.74160912618311,4.76436723559632,Planning my next move. ETA: Next Thursday.
turtle,55.18019255975622,45.198073118904865,4,1,2021-01-07,1609977600,mixed,False,False,True,True,69.59569918637071,8.762926719564975,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
dog,11.028446729899017,84.0074928604574,1,11,2024-01-23,1705968000,green,False,False,True,False,72.18265768804974,7.729897739622801,That movie about dogs on an adventure was so inspiring! 🎞️ #DoggoFilmCritic
bird,19.93766894124123,72.59095562698265,12,7,2013-02-09,1360368000,gray,True,True,True,False,85.20462797454363,10.0,Flying scenes in movies never get the aerodynamics right. #BadPhysics
cat,7.3723646989439935,92.43179231865906,7,8,2018-02-06,1517875200,red,True,True,False,False,91.23160541044979,7.203666663883992,"Watched them clean up my fur from the couch. Entertaining show, 4/10."
cat,3.248498537544794,94.96446319736071,4,2,2021-02-12,1613088000,red,True,True,False,False,107.74167694599518,9.892099604829955,Spent all day judging everyone. It was exhausting being this superior.
fish,26.931950606588515,68.87465651213914,18,1,2007-01-12,1168560000,blue,True,False,False,True,95.70197385123886,8.633074297307019,The lighting in this tank is terrible for my complexion. #FilterNeeded
turtle,43.50588976670642,56.00433766633066,5,1,2020-02-22,1582329600,mixed,False,False,True,True,65.3258652759718,9.00360385454058,Still thinking about that lettuce from last week. Good times.
dog,13.092495494734525,79.40771693823707,4,7,2021-01-14,1610582400,green,True,False,False,False,78.33690213173675,9.981232303363411,MY HUMAN IS HOME! I LOVE WHEN MY HUMAN IS HOME!
turtle,51.017333548074625,39.34451404348893,10,1,2015-12-15,1450137600,mixed,False,False,True,True,57.35166804610482,6.104177386510003,Still thinking about that lettuce from last week. Good times.
cat,1.651929990484851,94.89124137865777,4,2,2021-12-03,1638489600,red,False,True,True,False,103.39587459771776,7.19057220658093,My humans watched a film about cats last night. Complete propaganda.
turtle,46.44502351873645,40.93423876686412,9,1,2016-01-01,1451606400,mixed,False,False,False,True,77.51722828678999,4.921500840483837,These action movies are too fast-paced. Can't keep up with the plot when everyone's rushing around. 🎥
bird,43.61874584546659,46.96935368638939,15,9,2010-01-13,1263340800,gray,True,False,True,False,64.93337030804919,5.54287582515119,Movie night under the stars! That flying sequence was technically inaccurate. 🎞️
fish,24.11726476483101,71.11170786269754,19,2,2006-01-22,1137888000,blue,True,True,True,True,93.24657808640804,8.87947498167907,New filter day. Not sure if improvement or disruption to my routine.
fish,17.824529527972405,87.51168327137837,12,2,2013-01-01,1356998400,blue,False,False,False,True,95.11712724327718,6.705164302550756,My memory isn't actually that bad. I just pretend so the humans don't suspect anything.
dog,13.910971493205293,80.68970888310368,4,7,2021-02-11,1613001600,green,True,False,False,False,79.91741942484718,7.551363951180582,Played with my favorite toy for TWO HOURS! INCREDIBLE DAY!
turtle,52.81880058306702,35.3798735120851,9,1,2016-12-16,1481846400,mixed,True,False,True,True,57.37343557838965,5.691380159335186,Planning my next move. ETA: Next Thursday.
cat,8.285631593580039,80.75311007000244,6,6,2019-01-21,1548028800,mixed,False,False,True,False,92.65604584622086,9.239489226364471,My human thinks I can't open the food cabinet. They're so naive. #MissionImpossible
bird,29.366243569314285,67.03690623488991,10,5,2015-01-03,1420243200,gray,False,True,True,False,70.36962397163191,9.740485203135876,That scene in the film where the bird speaks? Completely unrealistic dialogue. #BadWriting
cat,4.41630125640722,95.30987290868413,5,4,2020-01-16,1579132800,red,False,False,False,False,97.97432780446543,7.755490803617622,Just knocked over a vase. No regrets. #CatLife
fish,24.940844448665118,73.04559445085972,12,2,2013-01-26,1359158400,blue,True,False,True,True,81.01745511879282,10.0,Humans tapping on the glass again. Very original.
turtle,52.51999510160188,38.18239358534808,10,1,2015-01-27,1422316800,mixed,True,False,False,True,39.3337560197436,7.195661418203178,Planned my route to the food bowl. Execution scheduled for tomorrow.
